AiDepthScaling;AiMaxDepth;AiMinDepth;DistanceToFoodReward;CrashCost;FoodReward;MoveCost;Score
5,3;0;1;-31;-64;-22;-16;0
9,5;0;0;-3;937;65;54;0
7,3;9;1;-44;939;9;57;0
0,9;0;3;58;390;29;-11;0
4,6;8;0;-66;149;82;-53;0
6,8;4;3;83;110;69;-90;0
5,9;8;2;-97;221;-47;-34;0
6,4;6;2;11;465;41;49;0
0,5;6;1;17;722;95;-12;30
2,6;9;1;43;905;6;-2;0
5,3;6;3;50;672;46;-90;0
2;3;3;-70;318;-77;0;0
2,1;5;1;42;129;-2;62;0
8,1;3;1;-12;859;22;26;0
8,7;0;4;-25;706;67;-35;0
9,7;7;2;62;969;39;-78;0
2,1;7;0;-27;844;87;70;0
4;0;1;40;-57;36;-91;50
2,7;4;3;66;33;-17;44;0
3,5;8;4;29;207;-66;-36;0
7,7;8;0;-53;778;39;-53;0
6,5;2;3;-98;638;56;20;0
9,9;4;4;38;68;-45;-5;0
3,1;6;3;70;205;-22;39;0
8,9;1;2;15;742;5;71;0
1,4;2;4;-52;982;62;25;0
1,7;1;4;-11;599;-77;24;0
3,1;9;1;-75;884;68;-29;0
2,3;3;2;4;237;8;-8;170
1,9;2;2;81;177;49;52;170
2,6;1;2;-67;415;70;70;0
5,5;7;2;28;201;-85;-72;0
1,8;0;3;74;653;-1;16;0
8,7;3;2;35;194;-68;81;0
8,9;4;4;-24;305;71;94;0
7,5;9;4;-15;990;0;-91;0
5,8;9;0;-94;413;-37;35;0
1,2;7;2;13;176;-64;-97;0
7,8;8;1;-60;657;89;-23;0
2,6;4;2;81;139;-66;32;0
0,9;8;3;38;993;7;-16;0
4;5;4;60;832;-54;-43;0
7,6;4;1;-77;645;90;54;0
1,2;6;0;-40;511;31;95;0
4,8;5;4;-51;58;-98;-36;0
8,9;8;1;-49;608;19;-96;0
3,4;4;3;68;686;-80;-24;0
0,3;2;1;7;140;78;0;170
2,2;5;2;-13;866;-11;94;0
9,1;9;4;40;141;92;82;0
6,1;8;2;-94;294;50;74;0
1,7;3;3;68;509;19;55;0
3,7;4;4;85;34;63;-10;0
3,2;8;0;53;65;-90;34;0
4,9;9;2;-2;53;-7;-15;0
3,9;9;2;71;54;26;-18;0
1,7;8;3;-36;832;-62;-92;0
4,5;0;1;-81;58;-8;9;0
9,8;3;1;-59;668;-61;-43;0
4,1;2;0;-17;45;-30;35;0
5,5;2;2;96;107;-92;96;0
0;3;1;-40;845;25;-70;0
8,8;2;3;98;-95;76;-92;0
6;2;4;-12;375;-75;-19;0
6,3;7;0;43;825;-27;53;0
8,1;8;4;91;361;12;80;0
9,6;9;2;67;527;-73;95;0
9,6;4;2;-75;416;27;4;0
9,7;5;2;51;906;14;90;0
6,4;2;0;-97;186;-24;-27;0
4;7;3;17;248;-73;-86;0
3;4;2;72;987;-14;27;0
2,9;5;1;-26;704;-51;34;0
2,9;3;4;0;990;90;68;0
6,6;3;2;-39;730;22;-37;0
6,6;9;4;-70;448;-10;11;0
0,4;9;3;85;53;-37;34;0
7;8;0;5;49;38;-31;0
4,2;7;2;-35;105;-55;-78;0
1;0;1;-54;804;-37;26;0
6,3;3;2;-54;773;-78;26;0
3,2;1;3;70;598;-67;-50;0
5,4;4;4;23;910;93;92;0
1,5;3;3;-38;145;-12;-53;0
9,5;4;1;-37;996;-92;87;0
5,3;5;2;-32;535;43;-87;0
6;7;3;10;-36;72;-79;0
5,8;3;4;80;284;33;12;0
9,6;8;2;14;638;-22;-5;0
7,4;4;1;27;39;-37;-26;0
9,5;3;3;-32;175;79;-98;0
5,6;0;2;-68;539;-74;10;0
0,3;3;3;29;313;-26;-27;0
6,1;9;4;81;260;17;13;0
2,8;3;2;86;500;47;71;0
0,3;1;2;-81;745;10;25;0
8;1;4;-83;184;85;-21;0
1;5;2;50;938;-99;42;0
4,1;8;1;84;242;-11;-32;0
7,4;8;2;-93;336;39;-45;0
2,1;3;4;21;801;47;99;0
8,1;9;0;-87;626;-67;62;0
8,3;1;0;20;703;-71;-64;0
3,1;1;0;-9;16;-44;25;0
2,6;4;0;72;154;-77;-88;0
1,4;6;4;-75;191;43;77;0
9,2;0;2;30;205;6;18;0
7,2;3;0;33;504;-81;82;0
1,8;7;1;42;402;-26;80;0
4,8;0;2;-15;-45;49;10;0
5,1;3;4;-7;371;-41;37;0
1,2;6;0;65;725;-94;-22;0
0,6;9;2;36;-76;-70;9;0
8,5;6;1;61;280;97;90;0
0,1;9;1;-55;765;-92;-13;0
0,4;3;4;-76;780;-56;-59;0
1,4;0;3;41;271;1;-87;0
0,4;0;3;-95;550;-100;-17;0
6,7;5;3;-84;239;47;32;0
6,6;9;2;92;988;91;-78;0
6,4;5;0;-56;925;-32;-97;0
6,3;4;0;-99;424;77;42;0
8,9;5;0;-62;-55;-96;93;0
7,6;2;3;-2;434;8;-26;0
0,1;1;4;-31;508;90;-5;0
5,3;5;0;31;624;-21;-21;0
1;4;3;66;832;90;-91;0
4,5;5;3;89;929;-72;54;0
2,4;3;3;-11;777;29;77;0
2,9;3;2;84;927;-54;23;0
9,9;9;3;-24;585;14;-30;0
8,8;9;2;27;554;-35;30;0
6,6;0;1;23;791;41;13;170
1,9;4;4;72;725;1;-41;0
0,1;2;2;82;690;-15;63;0
5,5;0;4;-38;527;-17;-8;0
3,8;2;1;-60;253;-53;-28;0
3,1;3;2;-76;476;-91;25;0
5,4;7;3;74;-28;-89;59;0
7,3;8;1;75;886;67;73;0
0;4;3;-52;218;-79;-80;0
1,5;6;3;-15;198;86;60;0
9,1;0;2;-62;319;-63;38;0
3,2;0;1;0;295;32;-99;0
4,2;0;4;-16;336;-2;30;0
9,1;8;2;-54;936;5;-37;0
1,4;9;3;58;38;98;-22;0
7,9;8;3;3;617;-65;64;0
3,2;3;0;86;387;-82;36;0
6;9;4;74;384;-70;46;0
1,8;9;3;-13;625;-25;99;0
1,4;6;4;-54;635;23;-66;0
1,3;1;1;48;246;65;26;170
5,3;4;4;-1;375;26;18;0
0,2;7;0;37;827;32;9;100
8,7;0;3;98;780;64;21;0
6,8;0;0;54;426;1;-66;0
7,5;6;4;-76;253;-81;-7;0
5,5;7;2;-55;716;-19;30;0
9,2;8;3;65;947;25;-76;0
1,2;6;3;2;-95;-96;-48;0
3,4;7;2;90;40;-17;68;0
0,6;1;3;4;519;-85;-47;0
2,3;1;4;-89;356;91;-38;0
2,6;3;3;5;866;-90;52;0
0,4;2;1;-37;-16;-60;27;0
9,9;9;1;23;992;61;-58;0
6,9;9;2;-23;505;70;71;0
4,5;7;2;18;-30;90;76;0
4,1;9;1;-51;299;-84;-85;0
9,1;4;2;-3;861;25;-97;0
1,6;6;0;-16;67;-81;-53;0
3,9;1;3;-35;117;81;13;0
4,4;8;1;-98;178;50;17;0
0,3;0;4;25;697;-73;17;0
4,9;0;0;35;147;67;55;0
1,2;2;4;82;837;29;-41;0
7,9;4;2;-67;91;2;-97;0
6,4;0;3;24;863;-15;-6;0
5,4;2;3;-15;959;29;-76;0
1,4;5;0;94;-26;57;79;50
5,5;4;2;-20;17;-43;-37;0
6,1;4;0;10;585;13;-52;0
9,3;3;2;-31;351;-39;69;0
0,5;2;0;77;997;-65;15;0
9,2;3;1;-79;698;-76;31;0
6,3;3;4;53;52;-69;-82;0
8;5;3;-33;-11;76;86;0
1,8;6;2;31;429;-91;-60;0
1,7;2;2;-79;25;47;-1;0
0,5;8;2;79;390;16;39;0
0,4;6;2;-46;61;51;-39;0
6,7;5;2;83;223;29;-50;0
7,5;7;3;-52;-19;-10;47;0
0,5;4;2;-96;363;18;-10;0
7,6;0;1;26;228;-54;49;0
0,1;9;0;-34;218;79;-74;0
7;9;3;63;-2;-51;1;0
1,2;9;1;-26;43;91;-40;0
1,7;1;1;45;83;70;98;170
5,2;0;4;99;354;0;81;0
7,4;4;1;56;510;21;48;0
4,4;7;1;-34;279;89;-30;0
1,2;1;3;-67;205;-12;27;0
8,5;9;4;-76;-49;-72;67;0
9,2;7;2;35;715;19;-65;0
4,5;0;1;15;284;11;-24;170
3,1;0;4;64;892;27;46;0
9,2;3;3;-73;-34;-46;-20;0
5,5;3;3;1;411;81;77;170
0,4;6;2;20;288;-65;2;0
0,9;2;1;85;874;-49;33;0
8,9;9;2;-72;454;-79;7;0
4,4;9;0;36;257;54;-100;0
6,6;7;1;77;619;-2;79;0
3,4;2;1;9;403;-56;-46;0
0,8;3;1;-66;-84;46;66;0
3,8;1;4;92;779;-31;32;0
7,4;5;0;-95;348;2;20;0
4,7;0;2;-54;739;54;-14;0
7,6;3;2;-91;873;-47;9;0
5,6;7;4;-39;-59;-67;-29;0
6,2;2;2;70;59;-54;-44;0
7,1;1;4;-90;679;34;18;0
2,7;7;4;-50;958;-21;21;0
7,8;4;3;82;-10;-78;23;0
8,1;1;1;-27;278;-52;-64;0
7,8;0;4;23;492;-70;70;0
1,6;5;0;-65;552;91;-90;0
9,3;0;4;-85;745;49;-42;0
8,7;8;3;-88;31;32;67;0
0,4;5;3;-27;373;-18;78;0
6,9;9;3;-16;171;51;-4;0
8,5;6;1;-3;75;13;23;0
1;4;2;15;441;77;76;20
2,7;3;4;-17;441;-98;82;0
9,9;4;3;-68;497;-69;-76;0
0,9;2;2;4;993;61;-51;170
1,3;3;3;92;1;-56;-95;0
1,3;0;0;87;474;-98;88;0
6;9;1;50;714;14;-17;0
2,3;6;0;23;349;-2;71;0
2,3;9;2;-1;-11;27;-98;0
9,2;0;1;-21;769;76;-74;0
3,4;6;3;-96;63;-64;73;0
2,7;2;1;-50;157;65;-2;0
7,4;7;2;36;702;-66;80;0
0,9;5;1;-12;312;85;79;0
9;1;2;90;658;-44;35;0
9,9;2;1;-49;245;98;78;0
7,3;1;3;69;789;4;91;0
2,8;7;2;-88;685;-54;-64;0
1;4;1;54;179;93;-51;20
1,4;7;2;8;497;62;-27;20
4,5;1;2;-17;96;-99;50;0
4,3;6;4;13;344;87;-28;0
3,1;0;2;94;-44;-1;24;0
8,7;9;1;-89;-75;29;77;0
3,6;2;3;-47;678;17;16;0
5,8;9;1;7;148;-15;66;0
7,7;4;2;70;-69;76;34;50
7,3;9;1;-2;251;49;66;20
2,5;2;1;-69;296;72;15;0
3,4;2;2;39;286;56;-88;170
0,2;2;1;65;-25;57;45;50
5,2;7;3;99;739;-57;-81;0
3,5;2;1;-23;822;50;26;0
6,9;9;0;73;518;-49;-33;0
1,6;1;3;35;12;21;-15;0
6,6;1;0;-50;959;-80;41;0
5,5;5;1;19;611;-5;44;0
9,5;0;4;2;-70;-14;98;0
3,7;0;1;1;482;-22;-35;0
6;1;0;32;570;33;-28;170
1,4;2;1;75;613;84;38;170
3,8;8;0;83;754;22;-72;0
0,7;7;3;-86;91;-13;-58;0
0,9;8;4;-14;683;-25;-43;0
4,1;1;3;-93;791;-28;90;0
8,3;6;2;-25;460;-41;62;0
2;1;2;50;759;-63;97;0
4;3;2;-13;154;-71;6;0
3,7;3;4;87;500;-19;-90;0
6,7;5;3;93;171;-63;92;0
0,1;1;3;33;56;-20;-54;0
0;0;2;71;230;84;37;150
4,1;1;0;55;786;63;-31;150
1,8;0;1;84;787;-57;19;0
1,4;0;1;37;752;94;12;150
4,1;0;2;49;150;32;-30;150
6,1;2;1;66;336;67;78;150
0,1;2;1;54;299;-29;21;0
3,8;1;2;7;148;75;6;150
5,3;2;2;6;727;16;81;150
0,7;2;2;93;884;49;81;150
3,1;0;2;87;651;78;12;150
1,8;2;1;82;716;54;-78;150
9,6;0;2;8;665;94;-11;150
0,1;0;1;82;735;88;-69;150
7,6;1;1;78;655;67;78;150
6,7;2;2;19;85;29;-59;150
0;7;2;40;729;19;-45;150
6;0;1;39;740;38;-30;150
9,8;2;1;69;120;67;-34;150
4,7;2;0;30;486;28;-27;150
1;1;0;36;611;95;-59;150
2,3;1;1;47;167;-12;-16;0
6,5;0;1;57;911;-63;93;0
0,5;1;2;55;640;62;-10;150
5,8;1;1;64;402;89;42;150
6,4;2;1;19;231;-6;-24;0
1,3;1;1;13;562;40;-55;150
5,1;2;2;3;210;-13;-19;0
2,2;0;2;15;84;57;86;40
0,1;8;2;51;-69;70;-27;100
6,6;0;1;23;791;0;13;0
1,3;1;1;48;246;65;26;150
1,7;1;1;45;83;70;98;150
4,5;0;1;15;602;11;-24;150
6;1;0;32;570;33;-28;150
5,5;3;3;1;479;81;77;200
1,9;2;2;81;177;49;72;150
1,4;2;1;75;812;84;38;150
0,3;2;1;7;140;5;0;150
2,3;3;2;4;237;8;10;200
0,9;2;2;4;308;61;-51;150
3,4;2;2;39;286;56;-81;150
1,7;9;2;2;-99;36;27;10
9,7;6;3;4;356;39;-8;250
3;1;0;51;-44;88;62;40
5,7;2;0;45;-45;78;89;40
4;0;1;40;-57;36;-91;40
1,4;5;0;94;-26;57;63;10
0,2;2;1;65;-25;-25;45;0
0,2;7;0;37;827;32;46;100
7,7;4;2;70;-69;76;-14;0
7,3;9;1;-2;251;49;-71;170
5;9;1;1;657;28;0;340
5,4;7;3;74;-28;52;59;0
4,5;7;2;18;-30;90;76;0
7,7;8;2;-84;105;-5;94;0
7;7;3;-68;478;-71;48;0
4,4;0;0;-94;649;89;-28;10
7;5;1;-97;596;7;90;0
4,3;0;4;-82;125;-96;81;0
4,7;9;3;-43;106;-50;36;0
1,6;9;0;-39;-17;61;30;0
9,4;3;3;-24;109;-22;77;0
5,1;0;0;84;451;-62;57;10
9,8;0;0;65;275;-36;-60;10
2,2;2;2;-13;-34;1;19;0
8,1;8;0;-45;585;-64;84;0
8,7;7;1;-90;360;-97;97;0
7,4;7;4;-7;127;-31;-30;0
9,1;0;0;-56;988;-25;31;10
5;2;4;-81;-80;-91;-45;0
4,7;8;1;-85;430;-72;32;0
4,4;0;3;-40;20;87;28;0
9,5;5;0;-88;204;6;98;0
0,2;6;3;-74;-38;46;-42;0
4,4;8;2;-89;225;11;58;0
3,2;4;1;-14;751;60;43;0
9,8;8;0;-36;-34;22;16;0
2,6;4;4;-49;-35;15;66;0
0,5;0;0;-21;853;-34;-90;10
5,4;5;2;-41;64;20;95;0
7,2;1;3;-32;-84;54;4;0
9,2;0;0;25;568;34;-20;10
1,2;8;2;-21;-7;31;78;0
8,5;2;3;-62;-97;96;94;0
8,3;2;0;-67;-8;-53;-78;0
9,4;4;2;-40;-44;-64;11;0
7,3;0;0;-46;-60;-37;81;10
0,2;0;0;-87;950;89;-67;10
6,4;9;2;-45;848;-20;98;0
1,7;7;4;-77;428;99;52;0
6,8;4;3;-19;30;-20;69;0
6;5;1;-48;831;-32;75;0
0,4;7;1;-81;-22;-76;-8;0
3,4;5;1;-31;142;75;91;0
7,8;0;0;-47;291;-18;23;10
8,1;4;2;-26;202;-39;92;0
9,5;4;3;-77;137;-12;88;0
6,8;3;2;-14;-71;44;90;0
3,8;0;0;7;979;-31;-68;10
5,3;0;1;-31;-64;-22;-16;0
0,7;1;3;39;-30;38;21;0
5,4;1;0;13;356;49;-71;150
3,4;6;3;-55;-38;25;90;0
3,3;6;4;-55;356;-48;97;0
6,2;6;1;-28;662;-18;66;0
8,3;7;4;73;-8;58;-78;0
7;3;3;-68;-21;-66;-78;0
1,4;3;0;75;13;55;89;40
7,4;4;4;-81;126;-91;-45;0
4,7;9;1;43;486;28;69;0
4,5;5;3;-5;33;93;-8;0
9,9;9;4;-39;387;-73;30;0
0,4;2;0;43;-22;-33;-8;0
3,6;5;0;92;841;40;-55;0
1;2;1;92;94;-91;22;0
8,1;0;0;39;489;63;32;10
5;0;1;-84;382;54;94;0
8,7;5;1;30;992;28;62;0
2,1;1;3;13;507;49;-26;0
6,4;2;2;87;727;-42;29;0
9,5;9;3;45;123;-46;16;0
3;1;2;89;11;87;-48;100
5,2;4;3;87;651;78;12;0
5,4;4;1;-41;908;-27;30;0
5,3;0;1;-84;-61;-37;26;0
4,5;6;4;-24;273;85;56;0
3,3;6;2;32;-99;-58;12;0
4,1;0;3;7;979;-31;-53;0
4,1;7;0;75;677;81;-28;0
5,8;0;2;57;387;17;64;0
1,2;8;0;-21;-7;65;78;0
4,4;7;4;-22;84;57;-36;0
6,5;8;1;99;360;-71;48;0
9,3;8;0;-35;360;5;-35;0
4,8;6;2;1;657;18;77;240
6,4;9;2;38;-17;61;30;0
4,5;0;4;-67;602;11;-52;0
6,3;9;4;-82;650;83;-86;0
5,9;0;3;37;583;-25;-6;0
0,6;6;0;-68;287;-71;92;0
2,5;2;2;13;379;-47;-22;0
9,3;2;4;69;198;54;65;0
2;2;0;13;918;-25;66;0
8,3;0;1;-93;-59;-35;23;0
3,3;7;4;39;187;58;82;0
4,1;2;2;83;672;-20;98;0
7,5;6;3;-54;707;-1;-42;0
4;6;0;-67;602;-41;88;0
9,3;1;2;-66;640;62;-10;0
8,3;8;0;-67;529;-53;-65;0
8,7;1;2;15;6;66;22;40
4,7;1;0;4;368;-53;66;0
8,7;2;0;-56;446;28;-85;0
2,8;7;1;97;187;12;82;0
2,6;2;2;89;651;71;-20;150
6;7;2;32;984;77;-4;0
4,1;0;2;-39;627;-83;-20;0
7,6;9;3;1;205;28;-8;290
5,5;2;1;65;413;-25;71;0
0,4;7;3;-75;360;5;23;0
3;2;0;-33;-45;19;71;0
3,4;2;4;41;820;-70;-59;0
6,3;3;0;-82;650;-87;-86;0
5,4;5;3;-48;107;-32;-72;0
1,5;8;2;-54;831;-5;-75;0
9,5;0;2;-19;204;37;-76;0
7,2;8;2;-56;988;-42;-70;0
8;8;0;-11;576;-17;93;0
6,4;0;2;-70;819;-91;-2;0
6,2;6;1;12;-64;67;9;0
7,6;9;1;-22;8;-91;85;0
9,2;5;0;-31;530;-100;-3;0
1,8;3;4;-90;478;-77;48;0
1,8;4;0;89;633;54;51;10
9,3;0;4;9;55;53;39;0
3,3;0;0;65;612;-25;-68;10
9,3;5;0;-35;360;5;65;0
4,7;8;3;-43;410;-69;36;0
7;4;3;-98;316;-26;-30;0
0;2;3;66;622;67;78;0
2;0;2;75;568;-28;-20;0
6,2;7;2;44;384;-89;-36;0
9,8;1;0;38;-17;37;-75;40
9,5;1;3;-77;844;-12;4;0
1,8;3;1;40;470;24;48;10
7,2;8;4;-26;621;-42;-9;0
6,8;9;2;64;568;-46;-71;0
9,2;0;3;-22;683;15;35;0
7,6;7;0;38;252;56;-75;0
0;2;3;-61;572;-59;-19;0
5,9;0;2;37;492;9;-6;0
1,3;2;2;6;106;-13;58;0
8,2;3;4;3;521;46;4;200
8,9;6;1;57;387;-93;20;0
2,2;0;2;75;568;-28;49;0
5,3;7;0;-84;-6;-80;19;0
2,2;6;0;59;389;-77;30;0
2,5;3;2;67;608;92;-87;0
1,3;6;2;-94;456;9;-59;0
9,5;4;4;-53;193;5;76;0
0,2;0;0;74;738;-58;61;10
9,3;7;1;95;360;22;65;0
0,1;7;4;38;496;40;9;0
4;9;1;56;993;56;27;0
8,5;4;0;-78;-97;48;94;0
0,1;5;1;32;607;-50;-84;0
1,2;1;4;46;-7;38;5;0
2,2;5;0;20;140;-83;-36;0
7,6;0;4;-22;996;-75;66;0
5,6;0;3;12;665;-2;-69;0
9,4;9;1;-5;471;-16;66;0
7,2;4;3;5;297;-31;41;0
4,8;1;1;36;560;95;-26;150
4,5;0;4;34;41;11;81;0
4,4;2;1;-40;283;-87;-46;0
4,8;2;4;9;657;-61;-20;0
9,1;5;2;-41;435;20;-51;0
2,5;5;3;4;901;-92;39;0
4,8;3;0;46;140;35;84;0
1,6;5;0;12;122;-22;-67;0
9,9;8;2;-4;956;-5;94;0
4,2;4;0;56;912;-10;48;0
2,5;0;1;67;228;-84;-23;0
6,2;6;0;43;561;71;-32;0
3,1;0;2;-47;324;-52;-86;0
4,8;1;1;99;560;95;-80;150
0,5;1;2;73;349;0;-79;0
6,9;2;0;69;220;54;-20;150
2,2;2;2;-97;-86;97;-46;0
3,3;8;2;21;-82;-58;13;0
7;0;1;-68;-21;34;-86;0
1,2;1;4;1;838;-39;0;0
0,9;5;3;45;684;78;-63;0
7,3;2;4;-36;-55;-96;89;0
7,2;0;3;-70;799;-42;-70;0
3,7;3;0;-45;198;-90;-61;0
4,4;1;4;-85;649;89;66;0
2,6;9;1;-35;682;-91;6;0
3,8;4;2;-81;105;-74;-55;0
9,9;6;1;82;735;3;12;0
4,1;3;0;-85;435;22;70;0
8,7;5;4;-79;-64;-21;26;0
4,5;0;4;-43;638;11;81;0
2,6;9;4;-22;364;-91;85;0
3;3;1;51;589;-8;66;0
8,9;1;3;-1;586;34;21;0
5,8;2;4;-75;360;-69;23;0
4,6;4;3;-93;279;75;6;0
4,8;2;2;-93;829;-97;-68;0
8,3;2;2;39;716;92;64;150
5,8;2;4;-75;686;-77;23;0
8,1;7;1;-3;674;69;32;20
7,4;7;4;93;115;-10;-30;0
6,5;1;0;99;8;71;-14;100
2,2;3;0;4;84;-67;-52;0
6,6;2;1;7;11;-50;-66;0
4,9;0;2;-70;925;-14;62;0
9,4;3;1;-25;177;36;2;0
4,9;7;1;10;446;86;-85;0
3,6;1;4;34;41;23;-63;0
8;9;4;75;945;40;49;0
3,3;0;4;98;507;-57;6;0
4;3;3;43;992;-59;-51;0
5,6;2;1;-34;736;22;70;0
2,9;2;3;41;787;62;31;0
2,2;4;1;99;360;-71;48;0
4,7;3;1;83;430;-11;40;0
9,2;0;0;25;568;-89;-24;10
5,4;7;3;-43;163;52;-65;0
7,6;4;3;65;30;-54;-7;0
3,8;4;3;-41;816;11;56;0
5,4;6;2;1;719;-89;-66;0
1,9;7;0;-70;30;-14;26;0
3,3;7;3;32;924;-58;-82;0
5,3;4;2;41;23;-69;-79;0
4;1;4;74;728;-44;68;0
1,8;2;3;-52;893;17;-78;0
8,3;8;3;34;889;-5;16;0
4,2;0;0;31;448;66;-89;10
5,5;0;3;-49;-19;-28;-25;0
7,6;3;2;59;87;2;-8;0
8,1;7;3;39;533;-95;35;0
1,5;1;3;-54;145;-9;-75;0
1,1;5;3;50;682;83;6;0
4,3;8;4;-26;621;-42;-9;0
4,7;3;4;40;861;-28;-75;0
7,2;1;0;-84;476;-25;-68;0
3,4;8;2;-47;223;36;48;0
5,5;9;3;-31;-19;-28;-25;0
4,4;4;1;9;633;-6;-4;0
9,4;9;1;-78;532;-16;33;0
8,9;7;2;-61;417;53;22;0
3,2;0;4;7;735;-37;12;0
7,6;3;4;-84;-82;-69;91;0
3,7;4;0;37;404;10;-25;0
9,9;3;0;71;360;-19;-7;0
0,8;9;0;18;712;62;-89;20
4,4;3;1;95;543;27;-43;0
6,3;9;4;8;6;-82;-78;0
2,9;4;0;90;851;62;-16;0
0,7;1;2;-12;803;38;47;0
4,7;4;4;94;-35;-60;66;0
5,3;1;3;-84;-6;-80;74;0
6,1;8;1;-41;84;-65;-69;0
4,1;0;1;49;-63;4;-64;0
0;6;3;80;-90;-98;98;0
6,3;3;3;10;650;-10;22;0
9,3;0;0;82;716;54;23;10
2,2;1;4;70;966;50;75;0
0,2;7;1;37;827;32;77;100
1,7;4;1;42;125;-96;-85;0
0,8;3;0;11;988;87;-54;20
7,4;0;0;-87;326;49;-75;10
5,6;9;0;-53;372;-84;85;0
4,1;7;1;49;565;95;84;0
3,3;7;3;39;-37;-33;1;0
3,9;2;0;-12;763;60;-63;0
9,4;6;2;45;804;-46;-37;0
3,6;5;4;0;606;27;-75;0
1,3;6;2;-68;996;34;65;0
7,8;6;4;37;604;49;34;0
4,2;6;2;8;360;24;44;0
7,8;0;0;-37;911;70;93;10
2,3;3;4;-61;175;-23;-88;0
0,5;1;2;-40;640;62;-33;0
4,5;5;2;18;3;61;23;0
9,2;5;3;-2;340;-100;-3;0
1,8;9;3;-31;199;-95;-50;0
1,8;5;1;-28;981;-77;48;0
7,2;8;0;-26;-87;90;33;0
8,5;0;3;-84;529;44;65;0
1,4;2;1;-13;431;-79;83;0
9,8;0;2;65;275;-17;-57;0
1,5;1;0;-54;42;95;41;0
9,1;9;2;78;387;-42;30;0
4,1;2;1;-51;327;-83;5;0
5,6;6;2;32;-65;93;75;0
7,9;7;2;37;295;-43;34;0
4,4;6;2;-8;941;58;-30;0
2,2;2;0;-71;-86;89;-94;0
5,7;1;1;7;862;31;29;150
1,3;0;2;-52;654;99;53;0
2,4;0;4;51;840;-55;-10;0
3,3;7;1;21;-82;82;72;0
6,4;9;2;-45;898;44;46;0
8;8;2;-18;87;65;-86;0
2,8;6;1;-72;387;7;20;0
3,6;0;0;70;682;78;23;10
8,1;8;3;-48;246;22;26;0
2,3;4;4;4;693;52;-86;200
0,5;7;4;82;298;81;-62;0
9,4;4;3;-45;717;34;25;0
7,9;6;4;-26;844;-12;-25;0
2,9;8;2;33;902;33;31;0
2,7;8;0;-11;965;20;-87;0
3,6;2;3;-56;393;-17;-70;0
0,5;7;4;75;-100;81;-28;0
4,8;8;0;21;664;76;43;0
2;3;2;31;68;-25;-53;0
2,2;1;4;70;663;52;75;0
2,3;0;0;99;951;-75;34;10
2,2;3;4;-97;-94;97;9;0
3;0;4;99;560;-24;-80;0
1,7;3;3;-66;526;72;82;0
2,3;1;3;78;-31;-42;30;0
3,7;6;4;12;232;51;-51;0
7,7;4;4;-55;-38;25;63;0
4,2;9;4;-2;147;84;2;110
1,3;4;1;26;426;-42;9;0
3,1;5;4;55;14;-25;-84;0
3,1;0;2;-84;316;-39;-4;0
0,2;6;3;-2;710;1;81;0
4,6;7;4;99;560;31;98;0
4,4;7;3;-79;901;94;16;0
5,5;7;4;-19;302;-91;71;0
2,3;2;4;65;249;-89;-71;0
6,8;2;2;64;27;36;-69;150
0,7;5;2;-80;803;38;96;0
8;3;1;-18;401;65;-49;0
2,4;0;3;99;285;-75;5;0
7,5;5;4;-54;707;-1;-42;0
8,5;9;1;-64;8;78;34;0
4,5;8;2;6;820;84;-95;0
4,4;7;1;88;744;36;16;0
5,1;8;4;-67;521;41;-65;0
0,4;3;1;93;279;36;-9;0
2,6;6;3;-25;443;-82;62;0
0,4;1;3;-54;997;-29;84;0
0,8;0;2;11;-73;-75;54;0
4,1;0;1;-96;774;-97;35;0
8,5;0;2;-80;529;-35;-32;0
1,9;2;1;78;81;67;78;100
7,4;9;2;-10;565;-86;-30;0
6,8;2;0;81;177;49;-74;150
5,3;0;1;11;142;16;13;150
2,9;3;2;56;165;72;-56;0
4,9;7;0;-49;-100;-68;-28;0
8,6;1;4;-76;570;45;-44;0
2,6;0;0;-43;756;61;-38;10
2,9;8;2;4;674;84;75;240
8,9;8;0;45;791;22;12;0
9,9;2;1;25;387;-82;-64;0
3,9;4;4;51;84;-45;-94;0
7,4;1;3;0;402;17;-56;0
3,3;6;3;39;760;1;-86;0
0,7;1;4;71;803;23;67;0
6,6;9;3;-67;594;-99;7;0
5,4;7;4;74;872;52;59;0
6,3;5;3;37;2;-95;85;0
7,6;2;1;-70;616;67;-32;0
8,4;2;2;51;526;-98;-75;0
8,7;4;0;-56;446;28;-11;0
4,6;8;4;-84;857;14;-38;0
2,4;4;1;-93;978;42;-74;0
1,8;5;2;-100;24;-35;-18;0
8,4;5;3;41;529;66;31;0
8;1;2;-76;624;45;4;0
7,3;7;3;-34;354;22;70;0
0,5;4;2;0;-6;-80;-35;0
7,5;7;2;28;33;-43;-52;0
0;3;3;-90;753;-77;48;0
8,6;6;2;86;461;-90;-81;0
3;2;4;80;172;97;-72;0
8;9;0;39;408;-31;-84;0
3,5;4;3;61;-32;-58;-3;0
3,8;5;0;-81;461;-16;-55;0
1,7;0;0;-48;465;15;6;10
4,1;5;2;75;921;-7;-77;0
2,2;8;0;-26;585;-7;-99;0
5,1;2;4;-54;283;-87;57;0
2,2;2;2;-82;125;-96;83;0
2,5;0;0;67;-5;15;94;10
0,9;7;4;37;827;-53;77;0
3,9;0;2;70;125;91;95;100
3,5;3;0;4;-1;-58;12;0
